player1_x,player1_y,player1_health,player1_energy,player2_x,player2_y,player2_health,player2_energy,player1_action,player2_action
0.125,0.8125,0.1420000046491623,0.0,0.875,0.8125,0.1420000046491623,0.0,6.0,7.0
0.125,0.8125,0.1420000046491623,0.010416666977107525,0.875,0.8125,0.1420000046491623,0.010416666977107525,0.0,7.0
0.125,0.8125,0.1420000046491623,0.010416666977107525,0.875,0.8125,0.1420000046491623,0.010416666977107525,4.0,7.0
0.125,0.8125,0.1420000046491623,0.010416666977107525,0.875,0.8125,0.1420000046491623,0.010416666977107525,1.0,7.0
0.125,0.8125,0.1420000046491623,0.010416666977107525,0.875,0.8125,0.1420000046491623,0.010416666977107525,7.0,7.0
0.125,0.8125,0.1420000046491623,0.010416666977107525,0.875,0.8125,0.1420000046491623,0.010416666977107525,2.0,7.0
0.125,0.8125,0.1420000046491623,0.010416666977107525,0.875,0.8125,0.1420000046491623,0.010416666977107525,2.0,2.0
0.125,0.8125,0.1420000046491623,0.010416666977107525,0.875,0.8125,0.1420000046491623,0.010416666977107525,0.0,7.0
0.125,0.8125,0.1420000046491623,0.010416666977107525,0.875,0.8125,0.1420000046491623,0.010416666977107525,4.0,7.0
0.125,0.8125,0.1420000046491623,0.010416666977107525,0.875,0.8125,0.1420000046491623,0.010416666977107525,1.0,7.0
0.125,0.8125,0.1420000046491623,0.010416666977107525,0.875,0.8125,0.1420000046491623,0.010416666977107525,2.0,7.0
0.125,0.8125,0.1420000046491623,0.010416666977107525,0.875,0.8125,0.1420000046491623,0.010416666977107525,5.0,7.0
0.125,0.8125,0.1420000046491623,0.010416666977107525,0.875,0.8125,0.1420000046491623,0.010416666977107525,1.0,7.0
0.125,0.8125,0.1420000046491623,0.02083333395421505,0.875,0.8125,0.1420000046491623,0.02083333395421505,1.0,7.0
0.125,0.8125,0.1420000046491623,0.02083333395421505,0.875,0.8125,0.1420000046491623,0.02083333395421505,6.0,7.0
0.125,0.8125,0.1420000046491623,0.02083333395421505,0.875,0.8125,0.1420000046491623,0.02083333395421505,2.0,3.0
0.125,0.8125,0.1420000046491623,0.02083333395421505,0.875,0.8125,0.1420000046491623,0.02083333395421505,2.0,7.0
0.125,0.8125,0.1420000046491623,0.02083333395421505,0.875,0.8125,0.1420000046491623,0.02083333395421505,2.0,7.0
0.125,0.8125,0.1420000046491623,0.02083333395421505,0.875,0.8125,0.1420000046491623,0.02083333395421505,2.0,7.0
0.125,0.8125,0.1420000046491623,0.02083333395421505,0.875,0.8125,0.1420000046491623,0.02083333395421505,0.0,7.0
0.125,0.8125,0.1420000046491623,0.02083333395421505,0.875,0.8125,0.1420000046491623,0.02083333395421505,6.0,7.0
0.125,0.8125,0.1420000046491623,0.02083333395421505,0.875,0.8125,0.1420000046491623,0.02083333395421505,6.0,7.0
0.125,0.8125,0.1420000046491623,0.02083333395421505,0.875,0.8125,0.1420000046491623,0.02083333395421505,0.0,7.0
0.125,0.8125,0.1420000046491623,0.02083333395421505,0.875,0.8125,0.1420000046491623,0.02083333395421505,6.0,7.0
0.125,0.8125,0.1420000046491623,0.02083333395421505,0.875,0.8125,0.1420000046491623,0.02083333395421505,4.0,7.0
0.125,0.8125,0.1420000046491623,0.02083333395421505,0.875,0.8125,0.1420000046491623,0.02083333395421505,2.0,7.0
0.125,0.8125,0.1420000046491623,0.02083333395421505,0.875,0.8125,0.1420000046491623,0.02083333395421505,2.0,7.0
0.125,0.8125,0.1420000046491623,0.02083333395421505,0.875,0.8125,0.1420000046491623,0.02083333395421505,0.0,7.0
0.125,0.8125,0.1420000046491623,0.02083333395421505,0.875,0.8125,0.1420000046491623,0.02083333395421505,5.0,7.0
0.125,0.8125,0.1420000046491623,0.02083333395421505,0.875,0.8125,0.1420000046491623,0.02083333395421505,2.0,7.0
0.125,0.8125,0.1420000046491623,0.02083333395421505,0.875,0.8125,0.1420000046491623,0.02083333395421505,3.0,7.0
0.125,0.8125,0.1420000046491623,0.02083333395421505,0.875,0.8125,0.1420000046491623,0.02083333395421505,5.0,7.0
0.125,0.8125,0.1420000046491623,0.02083333395421505,0.875,0.8125,0.1420000046491623,0.02083333395421505,3.0,7.0
0.125,0.8125,0.1420000046491623,0.02083333395421505,0.875,0.8125,0.1420000046491623,0.02083333395421505,1.0,7.0
0.125,0.8125,0.1420000046491623,0.02083333395421505,0.875,0.8125,0.1420000046491623,0.02083333395421505,2.0,7.0
0.125,0.8125,0.1420000046491623,0.02083333395421505,0.875,0.8125,0.1420000046491623,0.02083333395421505,7.0,7.0
0.125,0.8125,0.1420000046491623,0.02083333395421505,0.875,0.8125,0.1420000046491623,0.02083333395421505,5.0,7.0
0.125,0.8125,0.1420000046491623,0.02083333395421505,0.875,0.8125,0.1420000046491623,0.02083333395421505,7.0,7.0
0.125,0.8125,0.1420000046491623,0.02083333395421505,0.875,0.8125,0.1420000046491623,0.02083333395421505,7.0,7.0
0.125,0.8125,0.1420000046491623,0.02083333395421505,0.875,0.8125,0.1420000046491623,0.02083333395421505,5.0,7.0
0.125,0.8125,0.1420000046491623,0.02083333395421505,0.875,0.8125,0.1420000046491623,0.02083333395421505,5.0,7.0
0.125,0.8125,0.1420000046491623,0.02083333395421505,0.875,0.8125,0.1420000046491623,0.02083333395421505,5.0,7.0
0.125,0.8125,0.1420000046491623,0.02083333395421505,0.875,0.8125,0.1420000046491623,0.02083333395421505,7.0,7.0
0.13750000298023224,0.8125,0.1420000046491623,0.02083333395421505,0.862500011920929,0.8125,0.1420000046491623,0.02083333395421505,2.0,7.0
0.15000000596046448,0.8125,0.1420000046491623,0.02083333395421505,0.8500000238418579,0.8125,0.1420000046491623,0.02083333395421505,7.0,7.0
0.16249999403953552,0.8125,0.1420000046491623,0.02083333395421505,0.8374999761581421,0.8125,0.1420000046491623,0.02083333395421505,3.0,7.0
0.16249999403953552,0.8125,0.1420000046491623,0.02083333395421505,0.8374999761581421,0.8125,0.1420000046491623,0.02083333395421505,2.0,7.0
0.16249999403953552,0.8125,0.1420000046491623,0.02083333395421505,0.8374999761581421,0.8125,0.1420000046491623,0.02083333395421505,6.0,7.0
0.16249999403953552,0.8125,0.1420000046491623,0.02083333395421505,0.8374999761581421,0.8125,0.1420000046491623,0.02083333395421505,7.0,7.0
0.16249999403953552,0.8125,0.1420000046491623,0.02083333395421505,0.8374999761581421,0.8125,0.1420000046491623,0.02083333395421505,3.0,7.0
0.16249999403953552,0.8125,0.1420000046491623,0.02083333395421505,0.8374999761581421,0.8125,0.1420000046491623,0.02083333395421505,4.0,7.0
0.16249999403953552,0.8125,0.1420000046491623,0.02083333395421505,0.8374999761581421,0.8125,0.1420000046491623,0.02083333395421505,4.0,7.0
0.16249999403953552,0.8125,0.1420000046491623,0.02083333395421505,0.8374999761581421,0.8125,0.1420000046491623,0.02083333395421505,0.0,7.0
0.16249999403953552,0.8125,0.1420000046491623,0.02083333395421505,0.8374999761581421,0.8125,0.1420000046491623,0.02083333395421505,7.0,7.0
0.16249999403953552,0.8125,0.1420000046491623,0.02083333395421505,0.8374999761581421,0.8125,0.1420000046491623,0.02083333395421505,4.0,7.0
0.16249999403953552,0.8125,0.1420000046491623,0.02083333395421505,0.8374999761581421,0.8125,0.1420000046491623,0.02083333395421505,3.0,7.0
0.16249999403953552,0.8125,0.1420000046491623,0.02083333395421505,0.8374999761581421,0.8125,0.1420000046491623,0.02083333395421505,3.0,7.0
0.16249999403953552,0.8125,0.1420000046491623,0.02083333395421505,0.8374999761581421,0.8125,0.1420000046491623,0.02083333395421505,5.0,7.0
0.16249999403953552,0.8125,0.1420000046491623,0.02083333395421505,0.8374999761581421,0.8125,0.1420000046491623,0.02083333395421505,2.0,7.0
0.16249999403953552,0.8125,0.1420000046491623,0.02083333395421505,0.8374999761581421,0.8125,0.1420000046491623,0.02083333395421505,0.0,7.0
0.16249999403953552,0.8125,0.1420000046491623,0.02083333395421505,0.8374999761581421,0.8125,0.1420000046491623,0.02083333395421505,2.0,7.0
